Image Name,Label
Positive_163_Coronary_221_LAD_Secondary2_18.png,Positive
Positive_109_Coronary_706_RCA1_13.png,Positive
Positive_171_Coronary_470_LAD_Secondary1_9.png,Positive
Positive_202_Coronary_073_RCA1_13.png,Positive
Positive_236_Coronary_466_LAD1_6.png,Positive
Positive_172_Coronary_456_LAD1_16.png,Positive
Positive_255_Coronary_635_RCA1_3.png,Positive
Positive_122_Coronary_706_CX_Secondary3_18.png,Positive
Positive_136_Coronary_140_LAD_Secondary1_7.png,Positive
Positive_205_Coronary_057_RCA1_19.png,Positive
Positive_180_Coronary_649_RCA1_12.png,Positive
Positive_149_Coronary_465_CX1_13.png,Positive
Positive_159_Coronary_513_CX1_2.png,Positive
Positive_156_Coronary_448_CX_Secondary2_18.png,Positive
Positive_255_Coronary_499_LAD_Secondary1_7.png,Positive
Positive_171_Coronary_631_LAD_Secondary1_14.png,Positive
Positive_124_Coronary_615_LAD1_9.png,Positive
Positive_144_Coronary_501_LAD_Secondary4_6.png,Positive
Positive_241_Coronary_085_LAD_Secondary1_12.png,Positive
Positive_123_Coronary_506_CX_Secondary1_3.png,Positive
Positive_152_Coronary_117_LAD_Secondary1_14.png,Positive
Positive_176_Coronary_653_LAD1_4.png,Positive
Positive_255_Coronary_073_LAD_Secondary1_11.png,Positive
Positive_200_Coronary_221_RCA1_15.png,Positive
Positive_214_Coronary_470_LAD1_15.png,Positive
Positive_201_Coronary_148_LAD1_3.png,Positive
Positive_182_Coronary_188_CX_Secondary2_16.png,Positive
Positive_129_Coronary_045_CX_Secondary2_10.png,Positive
Positive_232_Coronary_467_LAD_Secondary1_15.png,Positive
Positive_152_Coronary_465_RCA1_6.png,Positive
Positive_134_Coronary_165_LAD1_16.png,Positive
Positive_241_Coronary_085_LAD_Secondary3_17.png,Positive
Positive_105_Coronary_648_RCA1_7.png,Positive
Positive_255_Coronary_030_LAD_Secondary2_14.png,Positive
Positive_197_Coronary_221_RCA_Secondary5_11.png,Positive
Positive_255_Coronary_213_CX_Secondary5_1.png,Positive
Positive_255_Coronary_704_LAD_Secondary3_5.png,Positive
Positive_132_Coronary_637_CX1_3.png,Positive
Positive_150_Coronary_460_CX1_6.png,Positive
Positive_126_Coronary_509_LAD1_8.png,Positive
Positive_194_Coronary_221_RCA_Secondary3_9.png,Positive
Positive_232_Coronary_085_RCA_Secondary10_9.png,Positive
Positive_252_Coronary_168_LAD1_10.png,Positive
Positive_255_Coronary_462_LAD1_15.png,Positive
Positive_109_Coronary_706_RCA1_1.png,Positive
Positive_135_Coronary_646_LAD1_8.png,Positive
Positive_165_Coronary_705_LAD1_18.png,Positive
Positive_163_Coronary_221_LAD_Secondary2_1.png,Positive
Positive_225_Coronary_045_LAD1_13.png,Positive
Positive_255_Coronary_073_LAD1_9.png,Positive
Positive_134_Coronary_461_CX_Secondary2_11.png,Positive
Positive_170_Coronary_051_LAD1_10.png,Positive
Positive_106_Coronary_656_RCA1_2.png,Positive
Positive_234_Coronary_482_LAD1_17.png,Positive
Positive_255_Coronary_073_LAD_Secondary2_4.png,Positive
Positive_136_Coronary_668_RCA1_16.png,Positive
Positive_162_Coronary_001_LAD1_19.png,Positive
Positive_216_Coronary_237_CX_Secondary5_6.png,Positive
Positive_255_Coronary_704_CX_Secondary2_13.png,Positive
Positive_128_Coronary_659_LAD1_13.png,Positive
Positive_199_Coronary_619_LAD1_10.png,Positive
Positive_143_Coronary_183_RCA1_16.png,Positive
Positive_255_Coronary_030_CX_Secondary4_9.png,Positive
Positive_227_Coronary_168_CX_Secondary1_1.png,Positive
Positive_182_Coronary_633_CX1_16.png,Positive
Positive_172_Coronary_217_CX_Secondary2_15.png,Positive
Positive_223_Coronary_177_LAD1_17.png,Positive
Positive_182_Coronary_633_CX1_17.png,Positive
Positive_143_Coronary_183_RCA1_17.png,Positive
Positive_128_Coronary_659_LAD1_12.png,Positive
Positive_255_Coronary_499_RCA1_11.png,Positive
Positive_128_Coronary_650_LAD1_1.png,Positive
Positive_156_Coronary_171_RCA1_8.png,Positive
Positive_171_Coronary_457_CX1_2.png,Positive
Positive_200_Coronary_221_RCA1_1.png,Positive
Positive_255_Coronary_447_CX_Secondary1_17.png,Positive
Positive_255_Coronary_704_LAD_Secondary1_6.png,Positive
Positive_123_Coronary_506_LAD1_15.png,Positive
Positive_129_Coronary_509_CX1_12.png,Positive
Positive_251_Coronary_175_LAD_Secondary1_4.png,Positive
Positive_255_Coronary_453_LAD_Secondary2_4.png,Positive
Positive_255_Coronary_073_CX1_6.png,Positive
Positive_255_Coronary_477_LAD1_16.png,Positive
Positive_103_Coronary_076_LAD1_9.png,Positive
Positive_174_Coronary_656_LAD1_8.png,Positive
Positive_196_Coronary_520_LAD1_6.png,Positive
Positive_132_Coronary_637_CX1_2.png,Positive
Positive_255_Coronary_073_CX1_12.png,Positive
Positive_218_Coronary_498_LAD1_14.png,Positive
Positive_185_Coronary_674_RCA1_16.png,Positive
Positive_255_Coronary_499_RCA1_6.png,Positive
Positive_255_Coronary_704_LAD_Secondary3_4.png,Positive
Positive_206_Coronary_706_LAD1_2.png,Positive
Positive_218_Coronary_448_RCA1_14.png,Positive
Positive_152_Coronary_117_LAD_Secondary4_19.png,Positive
Positive_219_Coronary_474_CX_Secondary2_16.png,Positive
Positive_197_Coronary_221_RCA_Secondary5_10.png,Positive
Positive_252_Coronary_168_LAD_Secondary1_13.png,Positive
Positive_147_Coronary_177_CX_Secondary1_1.png,Positive
Positive_241_Coronary_085_LAD_Secondary3_16.png,Positive
Positive_255_Coronary_472_LAD_Secondary1_1.png,Positive
Positive_127_Coronary_672_RCA1_6.png,Positive
Positive_201_Coronary_148_LAD1_16.png,Positive
Positive_236_Coronary_466_LAD1_19.png,Positive
Positive_129_Coronary_045_CX_Secondary2_11.png,Positive
Positive_208_Coronary_217_LAD_Secondary2_10.png,Positive
Positive_176_Coronary_653_LAD1_18.png,Positive
Positive_182_Coronary_188_CX_Secondary2_17.png,Positive
Positive_201_Coronary_148_LAD1_2.png,Positive
Positive_214_Coronary_470_LAD1_14.png,Positive
Positive_241_Coronary_085_LAD1_1.png,Positive
Positive_136_Coronary_608_LAD1_9.png,Positive
Positive_255_Coronary_704_RCA1_13.png,Positive
Positive_255_Coronary_073_LAD_Secondary1_10.png,Positive
Positive_137_Coronary_508_LAD_Secondary1_16.png,Positive
Positive_255_Coronary_453_CX1_13.png,Positive
Positive_255_Coronary_485_RCA1_7.png,Positive
Positive_204_Coronary_154_RCA1_15.png,Positive
Positive_118_Coronary_506_RCA1_5.png,Positive
Positive_144_Coronary_501_LAD_Secondary4_7.png,Positive
Positive_205_Coronary_662_RCA1_5.png,Positive
Positive_255_Coronary_499_LAD_Secondary1_6.png,Positive
Positive_125_Coronary_503_CX1_11.png,Positive
Positive_255_Coronary_098_LAD1_19.png,Positive
Positive_236_Coronary_468_LAD1_16.png,Positive
Positive_255_Coronary_213_RCA1_8.png,Positive
Positive_251_Coronary_175_LAD1_3.png,Positive
Positive_171_Coronary_457_CX1_18.png,Positive
Positive_204_Coronary_448_LAD_Secondary5_6.png,Positive
Positive_255_Coronary_233_CX_Secondary4_10.png,Positive
Positive_255_Coronary_453_LAD_Secondary2_18.png,Positive
Positive_255_Coronary_499_CX1_7.png,Positive
Positive_255_Coronary_212_LAD1_9.png,Positive
Positive_116_Coronary_451_LAD1_13.png,Positive
Positive_176_Coronary_505_LAD1_3.png,Positive
Positive_214_Coronary_450_RCA1_5.png,Positive
Positive_255_Coronary_233_CX_Secondary4_12.png,Positive
Positive_214_Coronary_450_RCA1_7.png,Positive
Positive_111_Coronary_705_CX1_6.png,Positive
Positive_116_Coronary_451_LAD1_11.png,Positive
Positive_151_Coronary_460_RCA1_14.png,Positive
Positive_255_Coronary_213_CX_Secondary1_19.png,Positive
Positive_204_Coronary_448_LAD_Secondary5_4.png,Positive
Positive_236_Coronary_466_LAD1_5.png,Positive
Positive_172_Coronary_456_LAD1_15.png,Positive
Positive_124_Coronary_651_LAD1_8.png,Positive
Positive_255_Coronary_233_LAD_Secondary3_19.png,Positive
Positive_255_Coronary_485_CX1_9.png,Positive
Positive_123_Coronary_506_LAD1_3.png,Positive
Positive_159_Coronary_513_CX1_1.png,Positive
Positive_134_Coronary_461_CX_Secondary2_6.png,Positive
Positive_134_Coronary_652_LAD1_15.png,Positive
Positive_140_Coronary_677_LAD1_7.png,Positive
Positive_223_Coronary_177_LAD1_5.png,Positive
Positive_207_Coronary_057_CX_Secondary11_18.png,Positive
Positive_145_Coronary_165_RCA1_12.png,Positive
Positive_205_Coronary_662_RCA1_7.png,Positive
Positive_255_Coronary_010_LAD_Secondary1_18.png,Positive
Positive_144_Coronary_501_CX1_15.png,Positive
Positive_137_Coronary_508_LAD_Secondary1_14.png,Positive
Positive_199_Coronary_178_RCA_Secondary1_16.png,Positive
Positive_143_Coronary_183_RCA1_4.png,Positive
Positive_255_Coronary_073_LAD_Secondary1_12.png,Positive
Positive_255_Coronary_010_CX1_7.png,Positive
Positive_248_Coronary_489_CX1_4.png,Positive
Positive_255_Coronary_237_RCA_Secondary1_10.png,Positive
Positive_255_Coronary_213_RCA1_15.png,Positive
Positive_227_Coronary_168_CX1_17.png,Positive
Positive_168_Coronary_701_RCA1_1.png,Positive
Positive_219_Coronary_474_CX1_19.png,Positive
Positive_204_Coronary_504_RCA1_19.png,Positive
Positive_125_Coronary_125_LAD1_3.png,Positive
Positive_201_Coronary_148_LAD1_14.png,Positive
Positive_144_Coronary_501_CX_Secondary1_18.png,Positive
Positive_152_Coronary_465_RCA1_5.png,Positive
Positive_120_Coronary_640_LAD1_17.png,Positive
Positive_255_Coronary_472_LAD_Secondary1_3.png,Positive
Positive_232_Coronary_467_LAD_Secondary1_16.png,Positive
Positive_199_Coronary_178_RCA_Secondary1_8.png,Positive
Positive_149_Coronary_057_CX_Secondary10_8.png,Positive
Positive_219_Coronary_474_CX_Secondary2_14.png,Positive
Positive_218_Coronary_448_RCA1_8.png,Positive
Positive_119_Coronary_231_LAD1_4.png,Positive
Positive_255_Coronary_704_CX_Secondary2_8.png,Positive
Positive_255_Coronary_030_LAD_Secondary2_17.png,Positive
Positive_152_Coronary_643_RCA1_8.png,Positive
Positive_241_Coronary_085_LAD_Secondary3_14.png,Positive
Positive_255_Coronary_073_LAD_Secondary3_17.png,Positive
Positive_185_Coronary_674_RCA1_14.png,Positive
Positive_196_Coronary_520_LAD1_4.png,Positive
Positive_255_Coronary_515_RCA1_1.png,Positive
Positive_255_Coronary_237_RCA_Secondary3_15.png,Positive
Positive_204_Coronary_154_RCA1_5.png,Positive
Positive_237_Coronary_057_LAD_Secondary1_19.png,Positive
Positive_152_Coronary_643_RCA1_18.png,Positive
Positive_255_Coronary_462_LAD1_16.png,Positive
Positive_210_Coronary_453_RCA1_18.png,Positive
Positive_225_Coronary_045_LAD1_10.png,Positive
Positive_255_Coronary_664_LAD1_4.png,Positive
Positive_255_Coronary_679_LAD1_10.png,Positive
Positive_216_Coronary_237_CX_Secondary5_5.png,Positive
Positive_180_Coronary_649_RCA1_2.png,Positive
Positive_106_Coronary_656_RCA1_1.png,Positive
Positive_234_Coronary_482_LAD1_14.png,Positive
Positive_255_Coronary_073_LAD_Secondary2_7.png,Positive
Positive_170_Coronary_148_RCA1_3.png,Positive
Positive_107_Coronary_648_CX1_8.png,Positive
Positive_141_Coronary_621_LAD1_13.png,Positive
Positive_255_Coronary_704_CX_Secondary2_10.png,Positive
Positive_209_Coronary_119_LAD1_9.png,Positive
Positive_218_Coronary_448_RCA_Secondary2_9.png,Positive
Positive_255_Coronary_485_RCA1_12.png,Positive
Positive_255_Coronary_515_LAD1_14.png,Positive
Positive_174_Coronary_656_LAD1_14.png,Positive
Positive_255_Coronary_233_RCA1_3.png,Positive
Positive_255_Coronary_515_LAD1_15.png,Positive
Positive_128_Coronary_659_LAD1_11.png,Positive
Positive_199_Coronary_619_LAD1_12.png,Positive
Positive_232_Coronary_130_LAD_Secondary1_5.png,Positive
Positive_210_Coronary_453_RCA_Secondary1_19.png,Positive
Positive_151_Coronary_014_CX_Secondary1_18.png,Positive
Positive_223_Coronary_177_LAD1_14.png,Positive
Positive_111_Coronary_448_CX_Secondary1_1.png,Positive
Positive_218_Coronary_448_RCA_Secondary2_8.png,Positive
Positive_129_Coronary_509_CX1_11.png,Positive
Positive_255_Coronary_704_LAD_Secondary1_5.png,Positive
Positive_255_Coronary_448_LAD_Secondary6_9.png,Positive
Positive_152_Coronary_117_LAD_Secondary4_8.png,Positive
Positive_225_Coronary_045_LAD1_11.png,Positive
Positive_255_Coronary_664_LAD1_5.png,Positive
Positive_255_Coronary_704_LAD_Secondary2_12.png,Positive
Positive_251_Coronary_175_LAD_Secondary1_7.png,Positive
Positive_255_Coronary_453_LAD_Secondary2_7.png,Positive
Positive_255_Coronary_073_CX1_5.png,Positive
Positive_236_Coronary_468_LAD1_9.png,Positive
Positive_172_Coronary_217_CX_Secondary2_8.png,Positive
Positive_255_Coronary_006_LAD_Secondary1_19.png,Positive
Positive_216_Coronary_237_CX_Secondary5_13.png,Positive
Positive_237_Coronary_057_LAD_Secondary1_18.png,Positive
Positive_196_Coronary_520_LAD_Secondary1_7.png,Positive
Positive_196_Coronary_520_LAD1_5.png,Positive
Positive_204_Coronary_154_RCA1_4.png,Positive
Positive_255_Coronary_233_CX_Secondary2_8.png,Positive
Positive_255_Coronary_237_RCA_Secondary3_14.png,Positive
Positive_142_Coronary_518_LAD1_5.png,Positive
Positive_218_Coronary_448_RCA1_17.png,Positive
Positive_255_Coronary_073_LAD_Secondary3_16.png,Positive
Positive_255_Coronary_499_RCA1_5.png,Positive
Positive_255_Coronary_704_LAD_Secondary3_7.png,Positive
Positive_255_Coronary_213_CX_Secondary5_3.png,Positive
Positive_105_Coronary_648_RCA1_5.png,Positive
Positive_241_Coronary_085_LAD_Secondary3_15.png,Positive
Positive_134_Coronary_165_LAD1_14.png,Positive
Positive_208_Coronary_217_LAD_Secondary2_13.png,Positive
Positive_192_Coronary_504_CX1_8.png,Positive
Positive_210_Coronary_446_LAD1_9.png,Positive
Positive_129_Coronary_045_CX_Secondary2_12.png,Positive
Positive_255_Coronary_472_LAD_Secondary1_2.png,Positive
Positive_166_Coronary_022_RCA1_15.png,Positive
Positive_144_Coronary_501_CX_Secondary1_19.png,Positive
Positive_125_Coronary_125_LAD1_2.png,Positive
Positive_219_Coronary_474_CX1_18.png,Positive
Positive_232_Coronary_130_LAD_Secondary1_11.png,Positive
Positive_199_Coronary_619_LAD1_1.png,Positive
Positive_131_Coronary_219_CX_Secondary1_11.png,Positive
Positive_227_Coronary_168_CX1_16.png,Positive
Positive_255_Coronary_485_RCA1_4.png,Positive
Positive_255_Coronary_010_CX1_6.png,Positive
Positive_250_Coronary_450_LAD_Secondary3_10.png,Positive
Positive_144_Coronary_501_LAD_Secondary4_4.png,Positive
Positive_145_Coronary_165_RCA1_13.png,Positive
Positive_255_Coronary_472_LAD1_10.png,Positive
Positive_140_Coronary_677_LAD1_6.png,Positive
Positive_249_Coronary_214_RCA1_17.png,Positive
Positive_123_Coronary_506_LAD1_2.png,Positive
Positive_115_Coronary_148_CX1_16.png,Positive
Positive_125_Coronary_188_RCA1_8.png,Positive
Positive_255_Coronary_635_RCA1_1.png,Positive
Positive_204_Coronary_448_LAD_Secondary5_5.png,Positive
Positive_233_Coronary_112_LAD1_7.png,Positive
Positive_251_Coronary_175_LAD1_4.png,Positive
Positive_233_Coronary_112_LAD1_3.png,Positive
Positive_151_Coronary_460_RCA1_11.png,Positive
Positive_255_Coronary_040_LAD_Secondary7_5.png,Positive
Positive_136_Coronary_140_LAD_Secondary1_1.png,Positive
Positive_255_Coronary_213_CX_Secondary1_3.png,Positive
Positive_202_Coronary_073_RCA1_15.png,Positive
Positive_255_Coronary_214_CX_Secondary1_6.png,Positive
Positive_128_Coronary_503_LAD1_5.png,Positive
Positive_214_Coronary_450_RCA1_2.png,Positive
Positive_255_Coronary_111_LAD1_8.png,Positive
Positive_116_Coronary_451_LAD1_14.png,Positive
Positive_255_Coronary_704_CX_Secondary6_9.png,Positive
Positive_249_Coronary_214_RCA1_13.png,Positive
Positive_140_Coronary_677_LAD1_2.png,Positive
Positive_159_Coronary_513_CX1_4.png,Positive
Positive_134_Coronary_461_CX_Secondary2_3.png,Positive
Positive_250_Coronary_450_LAD_Secondary3_14.png,Positive
Positive_124_Coronary_503_CX_Secondary2_19.png,Positive
Positive_255_Coronary_453_CX1_14.png,Positive
Positive_137_Coronary_508_LAD_Secondary1_11.png,Positive
Positive_153_Coronary_703_LAD1_18.png,Positive
Positive_127_Coronary_474_RCA1_5.png,Positive
Positive_255_Coronary_144_LAD1_8.png,Positive
Positive_156_Coronary_630_RCA1_8.png,Positive
Positive_152_Coronary_117_LAD_Secondary1_12.png,Positive
Positive_255_Coronary_704_RCA1_9.png,Positive
Positive_145_Coronary_165_RCA1_17.png,Positive
Positive_118_Coronary_506_RCA1_2.png,Positive
Positive_241_Coronary_085_LAD_Secondary1_14.png,Positive
Positive_123_Coronary_506_CX_Secondary1_5.png,Positive
Positive_166_Coronary_022_RCA1_11.png,Positive
Positive_127_Coronary_672_RCA1_1.png,Positive
Positive_171_Coronary_188_LAD1_18.png,Positive
Positive_201_Coronary_148_LAD1_11.png,Positive
Positive_251_Coronary_175_LAD1_16.png,Positive
Positive_232_Coronary_467_LAD_Secondary1_13.png,Positive
Positive_227_Coronary_168_CX1_12.png,Positive
Positive_232_Coronary_130_LAD_Secondary1_15.png,Positive
Positive_136_Coronary_668_RCA1_1.png,Positive
Positive_255_Coronary_704_RCA1_14.png,Positive
Positive_255_Coronary_213_CX_Secondary5_7.png,Positive
Positive_206_Coronary_706_LAD1_5.png,Positive
Positive_255_Coronary_447_LAD1_9.png,Positive
Positive_119_Coronary_231_LAD1_1.png,Positive
Positive_255_Coronary_030_LAD_Secondary2_12.png,Positive
Positive_120_Coronary_640_LAD1_8.png,Positive
Positive_219_Coronary_474_CX_Secondary2_11.png,Positive
Positive_148_Coronary_471_RCA1_12.png,Positive
Positive_235_Coronary_237_LAD_Secondary1_7.png,Positive
Positive_252_Coronary_168_LAD_Secondary1_14.png,Positive
Positive_255_Coronary_462_LAD1_13.png,Positive
Positive_145_Coronary_501_RCA1_9.png,Positive
Positive_183_Coronary_682_RCA1_11.png,Positive
Positive_255_Coronary_447_CX1_8.png,Positive
Positive_255_Coronary_237_RCA_Secondary3_10.png,Positive
Positive_255_Coronary_447_LAD1_19.png,Positive
Positive_132_Coronary_637_CX1_5.png,Positive
Positive_227_Coronary_168_CX_Secondary1_17.png,Positive
Positive_235_Coronary_237_LAD1_8.png,Positive
Positive_200_Coronary_221_RCA1_6.png,Positive
Positive_255_Coronary_704_LAD_Secondary1_1.png,Positive
Positive_255_Coronary_073_LAD_Secondary2_2.png,Positive
Positive_255_Coronary_233_LAD_Secondary1_19.png,Positive
Positive_255_Coronary_214_LAD1_5.png,Positive
Positive_255_Coronary_073_CX1_1.png,Positive
Positive_255_Coronary_664_LAD1_1.png,Positive
Positive_255_Coronary_485_RCA1_17.png,Positive
Positive_255_Coronary_447_CX1_13.png,Positive
Positive_232_Coronary_130_LAD_Secondary1_1.png,Positive
Positive_255_Coronary_499_RCA1_16.png,Positive
Positive_255_Coronary_515_LAD1_11.png,Positive
Positive_124_Coronary_615_LAD1_19.png,Positive
Positive_141_Coronary_621_LAD1_16.png,Positive
Positive_255_Coronary_462_LAD1_5.png,Positive
Positive_231_Coronary_024_LAD_Secondary2_18.png,Positive
Positive_207_Coronary_461_LAD1_19.png,Positive
Positive_124_Coronary_503_CX_Secondary2_7.png,Positive
Positive_141_Coronary_621_LAD1_17.png,Positive
Positive_124_Coronary_615_LAD1_18.png,Positive
Positive_126_Coronary_509_LAD1_17.png,Positive
Positive_255_Coronary_462_LAD1_4.png,Positive
Positive_170_Coronary_148_RCA1_7.png,Positive
Positive_199_Coronary_619_LAD1_17.png,Positive
Positive_255_Coronary_233_RCA1_7.png,Positive
Positive_128_Coronary_650_LAD1_7.png,Positive
Positive_135_Coronary_646_LAD1_19.png,Positive
Positive_182_Coronary_633_CX1_11.png,Positive
Positive_227_Coronary_168_CX_Secondary1_6.png,Positive
Positive_171_Coronary_188_LAD1_2.png,Positive
Positive_172_Coronary_217_CX_Secondary2_12.png,Positive
Positive_255_Coronary_485_RCA1_16.png,Positive
Positive_255_Coronary_477_LAD1_10.png,Positive
Positive_163_Coronary_221_LAD_Secondary2_6.png,Positive
Positive_255_Coronary_472_RCA1_7.png,Positive
Positive_255_Coronary_214_LAD1_4.png,Positive
Positive_255_Coronary_704_LAD_Secondary2_17.png,Positive
Positive_255_Coronary_233_LAD_Secondary1_18.png,Positive
Positive_106_Coronary_656_RCA1_5.png,Positive
Positive_235_Coronary_237_LAD1_9.png,Positive
Positive_180_Coronary_649_RCA1_6.png,Positive
Positive_196_Coronary_520_LAD_Secondary1_2.png,Positive
